Run,Assay Type,AvgSpotLen,BioProject,BioSample,BioSampleModel,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,island,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,Platform,ReleaseDate,replicate,sample_acc,Sample Name,SRA Study
SRR8504155,AMPLICON,602,PRJNA517736,SAMN10843259,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308056,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sent,Rhizome,1.258297 N 103.807229 E,EA_Sent_Rh_01_ITS1,PAIRED,PCR,GENOMIC,23,15,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,1,SRS4305563,EA_Sent_Rh_01,SRP182864
SRR8504156,AMPLICON,602,PRJNA517736,SAMN10843317,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308055,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,PD,root,2.408228 N 101.858730 E,EA_PD_Ro_07_ITS1,PAIRED,PCR,GENOMIC,9,5,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,7,SRS4305562,EA_PD_Ro_07,SRP182864
SRR8504157,AMPLICON,602,PRJNA517736,SAMN10843260,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5307952,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sent,Rhizome,1.258297 N 103.807229 E,EA_Sent_Rh_02_ITS1,PAIRED,PCR,GENOMIC,11,7,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,2,SRS4305459,EA_Sent_Rh_02,SRP182864
SRR8504158,AMPLICON,602,PRJNA517736,SAMN10843316,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308054,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,PD,root,2.408228 N 101.858730 E,EA_PD_Ro_06_ITS1,PAIRED,PCR,GENOMIC,14,9,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,6,SRS4305561,EA_PD_Ro_06,SRP182864
SRR8504159,AMPLICON,602,PRJNA517736,SAMN10843315,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308053,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,PD,root,2.408228 N 101.858730 E,EA_PD_Ro_05_ITS1,PAIRED,PCR,GENOMIC,3,2,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,5,SRS4305560,EA_PD_Ro_05,SRP182864
SRR8504160,AMPLICON,602,PRJNA517736,SAMN10843314,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308052,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,PD,root,2.408228 N 101.858730 E,EA_PD_Ro_04_ITS1,PAIRED,PCR,GENOMIC,6,4,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,4,SRS4305559,EA_PD_Ro_04,SRP182864
SRR8504161,AMPLICON,602,PRJNA517736,SAMN10843313,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308051,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,PD,root,2.408228 N 101.858730 E,EA_PD_Ro_03_ITS1,PAIRED,PCR,GENOMIC,26,17,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,3,SRS4305558,EA_PD_Ro_03,SRP182864
SRR8504162,AMPLICON,602,PRJNA517736,SAMN10843312,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308050,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,PD,root,2.408228 N 101.858730 E,EA_PD_Ro_02_ITS1,PAIRED,PCR,GENOMIC,65,42,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,2,SRS4305557,EA_PD_Ro_02,SRP182864
SRR8504163,AMPLICON,602,PRJNA517736,SAMN10843311,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308049,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,PD,root,2.408228 N 101.858730 E,EA_PD_Ro_01_ITS1,PAIRED,PCR,GENOMIC,13,8,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,1,SRS4305556,EA_PD_Ro_01,SRP182864
SRR8504164,AMPLICON,602,PRJNA517736,SAMN10843310,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308048,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,PD,Rhizome,2.408228 N 101.858730 E,EA_PD_Rh_10_ITS1,PAIRED,PCR,GENOMIC,13,8,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,10,SRS4305555,EA_PD_Rh_10,SRP182864
SRR8504165,AMPLICON,602,PRJNA517736,SAMN10843309,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308047,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,PD,Rhizome,2.408228 N 101.858730 E,EA_PD_Rh_09_ITS1,PAIRED,PCR,GENOMIC,8,5,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,9,SRS4305554,EA_PD_Rh_09,SRP182864
SRR8504166,AMPLICON,602,PRJNA517736,SAMN10843308,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308046,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,PD,Rhizome,2.408228 N 101.858730 E,EA_PD_Rh_08_ITS1,PAIRED,PCR,GENOMIC,5,3,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,8,SRS4305553,EA_PD_Rh_08,SRP182864
SRR8504167,AMPLICON,602,PRJNA517736,SAMN10843277,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308045,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sent,root,1.258297 N 103.807229 E,EA_Sent_Ro_08_ITS1,PAIRED,PCR,GENOMIC,25,16,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,8,SRS4305552,EA_Sent_Ro_08,SRP182864
SRR8504168,AMPLICON,602,PRJNA517736,SAMN10843276,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308044,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sent,root,1.258297 N 103.807229 E,EA_Sent_Ro_07_ITS1,PAIRED,PCR,GENOMIC,15,10,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,7,SRS4305551,EA_Sent_Ro_07,SRP182864
SRR8504169,AMPLICON,602,PRJNA517736,SAMN10843269,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308043,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sent,Rhizome,1.258297 N 103.807229 E,EA_Sent_Rh_10_ITS1,PAIRED,PCR,GENOMIC,25,15,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,10,SRS4305550,EA_Sent_Rh_10,SRP182864
SRR8504170,AMPLICON,602,PRJNA517736,SAMN10843268,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308042,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sent,Rhizome,1.258297 N 103.807229 E,EA_Sent_Rh_09_ITS1,PAIRED,PCR,GENOMIC,9,6,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,9,SRS4305549,EA_Sent_Rh_09,SRP182864
SRR8504171,AMPLICON,602,PRJNA517736,SAMN10843271,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308041,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sent,root,1.258297 N 103.807229 E,EA_Sent_Ro_02_ITS1,PAIRED,PCR,GENOMIC,5,3,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,2,SRS4305548,EA_Sent_Ro_02,SRP182864
SRR8504172,AMPLICON,602,PRJNA517736,SAMN10843270,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308040,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sent,root,1.258297 N 103.807229 E,EA_Sent_Ro_01_ITS1,PAIRED,PCR,GENOMIC,25,16,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,1,SRS4305547,EA_Sent_Ro_01,SRP182864
SRR8504173,AMPLICON,602,PRJNA517736,SAMN10843273,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308039,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sent,root,1.258297 N 103.807229 E,EA_Sent_Ro_04_ITS1,PAIRED,PCR,GENOMIC,21,14,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,4,SRS4305546,EA_Sent_Ro_04,SRP182864
SRR8504174,AMPLICON,602,PRJNA517736,SAMN10843272,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308038,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sent,root,1.258297 N 103.807229 E,EA_Sent_Ro_03_ITS1,PAIRED,PCR,GENOMIC,16,10,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,3,SRS4305545,EA_Sent_Ro_03,SRP182864
SRR8504175,AMPLICON,602,PRJNA517736,SAMN10843275,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308037,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sent,root,1.258297 N 103.807229 E,EA_Sent_Ro_06_ITS1,PAIRED,PCR,GENOMIC,16,11,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,6,SRS4305544,EA_Sent_Ro_06,SRP182864
SRR8504176,AMPLICON,602,PRJNA517736,SAMN10843274,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308036,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sent,root,1.258297 N 103.807229 E,EA_Sent_Ro_05_ITS1,PAIRED,PCR,GENOMIC,14,9,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,5,SRS4305543,EA_Sent_Ro_05,SRP182864
SRR8504177,AMPLICON,602,PRJNA517736,SAMN10843406,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308035,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sem,soil,1.208273 N 103.756254 E,EA_Sem_Soil_03_ITS1,PAIRED,PCR,GENOMIC,46,30,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,3,SRS4305542,EA_Sem_Soil_03,SRP182864
SRR8504178,AMPLICON,602,PRJNA517736,SAMN10843407,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308034,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sem,soil,1.208273 N 103.756254 E,EA_Sem_Soil_04_ITS1,PAIRED,PCR,GENOMIC,21,13,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,4,SRS4305541,EA_Sem_Soil_04,SRP182864
SRR8504179,AMPLICON,602,PRJNA517736,SAMN10843398,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308033,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sem,root,1.208273 N 103.756254 E,EA_Sem_Ro_05_ITS1,PAIRED,PCR,GENOMIC,9,6,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,5,SRS4305540,EA_Sem_Ro_05,SRP182864
SRR8504180,AMPLICON,602,PRJNA517736,SAMN10843399,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308032,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sem,root,1.208273 N 103.756254 E,EA_Sem_Ro_06_ITS1,PAIRED,PCR,GENOMIC,22,14,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,6,SRS4305539,EA_Sem_Ro_06,SRP182864
SRR8504181,AMPLICON,602,PRJNA517736,SAMN10843400,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308031,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sem,root,1.208273 N 103.756254 E,EA_Sem_Ro_07_ITS1,PAIRED,PCR,GENOMIC,29,20,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,7,SRS4305538,EA_Sem_Ro_07,SRP182864
SRR8504182,AMPLICON,602,PRJNA517736,SAMN10843401,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308030,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sem,root,1.208273 N 103.756254 E,EA_Sem_Ro_08_ITS1,PAIRED,PCR,GENOMIC,69,45,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,8,SRS4305537,EA_Sem_Ro_08,SRP182864
SRR8504183,AMPLICON,602,PRJNA517736,SAMN10843402,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308029,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sem,root,1.208273 N 103.756254 E,EA_Sem_Ro_09_ITS1,PAIRED,PCR,GENOMIC,48,32,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,9,SRS4305536,EA_Sem_Ro_09,SRP182864
SRR8504184,AMPLICON,602,PRJNA517736,SAMN10843403,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308028,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sem,root,1.208273 N 103.756254 E,EA_Sem_Ro_10_ITS1,PAIRED,PCR,GENOMIC,36,24,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,10,SRS4305535,EA_Sem_Ro_10,SRP182864
SRR8504185,AMPLICON,602,PRJNA517736,SAMN10843404,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308027,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sem,soil,1.208273 N 103.756254 E,EA_Sem_Soil_01_ITS1,PAIRED,PCR,GENOMIC,53,36,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,1,SRS4305534,EA_Sem_Soil_01,SRP182864
SRR8504186,AMPLICON,602,PRJNA517736,SAMN10843405,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308026,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sem,soil,1.208273 N 103.756254 E,EA_Sem_Soil_02_ITS1,PAIRED,PCR,GENOMIC,29,19,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,2,SRS4305533,EA_Sem_Soil_02,SRP182864
SRR8504187,AMPLICON,602,PRJNA517736,SAMN10843346,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308025,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,MS,Rhizome,1.331803 N 103.604591 E,EA_MS_Rh_05_ITS1,PAIRED,PCR,GENOMIC,27,18,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,5,SRS4305532,EA_MS_Rh_05,SRP182864
SRR8504188,AMPLICON,602,PRJNA517736,SAMN10843347,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308024,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,MS,Rhizome,1.331803 N 103.604591 E,EA_MS_Rh_06_ITS1,PAIRED,PCR,GENOMIC,10,6,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,6,SRS4305531,EA_MS_Rh_06,SRP182864
SRR8504189,AMPLICON,602,PRJNA517736,SAMN10843340,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308023,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,MS,leaf,1.331803 N 103.604591 E,EA_MS_Le_09_ITS1,PAIRED,PCR,GENOMIC,21,14,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,9,SRS4305530,EA_MS_Le_09,SRP182864
SRR8504190,AMPLICON,602,PRJNA517736,SAMN10843341,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308022,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,MS,leaf,1.331803 N 103.604591 E,EA_MS_Le_10_ITS1,PAIRED,PCR,GENOMIC,26,15,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,10,SRS4305529,EA_MS_Le_10,SRP182864
SRR8504191,AMPLICON,602,PRJNA517736,SAMN10843338,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308021,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,MS,leaf,1.331803 N 103.604591 E,EA_MS_Le_07_ITS1,PAIRED,PCR,GENOMIC,9,6,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,7,SRS4305528,EA_MS_Le_07,SRP182864
SRR8504192,AMPLICON,602,PRJNA517736,SAMN10843339,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308020,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,MS,leaf,1.331803 N 103.604591 E,EA_MS_Le_08_ITS1,PAIRED,PCR,GENOMIC,17,11,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,8,SRS4305527,EA_MS_Le_08,SRP182864
SRR8504193,AMPLICON,602,PRJNA517736,SAMN10843344,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308019,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,MS,Rhizome,1.331803 N 103.604591 E,EA_MS_Rh_03_ITS1,PAIRED,PCR,GENOMIC,22,14,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,3,SRS4305526,EA_MS_Rh_03,SRP182864
SRR8504194,AMPLICON,602,PRJNA517736,SAMN10843345,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308018,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,MS,Rhizome,1.331803 N 103.604591 E,EA_MS_Rh_04_ITS1,PAIRED,PCR,GENOMIC,10,7,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,4,SRS4305525,EA_MS_Rh_04,SRP182864
SRR8504195,AMPLICON,602,PRJNA517736,SAMN10843342,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308017,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,MS,Rhizome,1.331803 N 103.604591 E,EA_MS_Rh_01_ITS1,PAIRED,PCR,GENOMIC,12,8,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,1,SRS4305524,EA_MS_Rh_01,SRP182864
SRR8504196,AMPLICON,602,PRJNA517736,SAMN10843343,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308016,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,MS,Rhizome,1.331803 N 103.604591 E,EA_MS_Rh_02_ITS1,PAIRED,PCR,GENOMIC,19,12,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,2,SRS4305523,EA_MS_Rh_02,SRP182864
SRR8504197,AMPLICON,602,PRJNA517736,SAMN10843286,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308015,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sent,soil,1.258297 N 103.807229 E,EA_Sent_Soil_07_ITS1,PAIRED,PCR,GENOMIC,31,20,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,7,SRS4305522,EA_Sent_Soil_07,SRP182864
SRR8504198,AMPLICON,602,PRJNA517736,SAMN10843287,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308014,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sent,soil,1.258297 N 103.807229 E,EA_Sent_Soil_08_ITS1,PAIRED,PCR,GENOMIC,13,8,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,8,SRS4305521,EA_Sent_Soil_08,SRP182864
SRR8504199,AMPLICON,602,PRJNA517736,SAMN10843302,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308013,Malaysia,Asia,Malaysia,Enhalus acoroides,Illumina MiSeq,PD,Rhizome,2.408228 N 101.858730 E,EA_PD_Rh_02_ITS1,PAIRED,PCR,GENOMIC,6,4,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,2,SRS4305520,EA_PD_Rh_02,SRP182864
SRR8504200,AMPLICON,602,PRJNA517736,SAMN10843280,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308012,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sent,soil,1.258297 N 103.807229 E,EA_Sent_Soil_01_ITS1,PAIRED,PCR,GENOMIC,32,21,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,1,SRS4305519,EA_Sent_Soil_01,SRP182864
SRR8504201,AMPLICON,602,PRJNA517736,SAMN10843281,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308011,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sent,soil,1.258297 N 103.807229 E,EA_Sent_Soil_02_ITS1,PAIRED,PCR,GENOMIC,33,22,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,2,SRS4305518,EA_Sent_Soil_02,SRP182864
SRR8504202,AMPLICON,602,PRJNA517736,SAMN10843278,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308010,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sent,root,1.258297 N 103.807229 E,EA_Sent_Ro_09_ITS1,PAIRED,PCR,GENOMIC,22,14,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,9,SRS4305517,EA_Sent_Ro_09,SRP182864
SRR8504203,AMPLICON,602,PRJNA517736,SAMN10843279,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308009,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sent,root,1.258297 N 103.807229 E,EA_Sent_Ro_10_ITS1,PAIRED,PCR,GENOMIC,4,2,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,10,SRS4305516,EA_Sent_Ro_10,SRP182864
SRR8504204,AMPLICON,602,PRJNA517736,SAMN10843284,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308008,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sent,soil,1.258297 N 103.807229 E,EA_Sent_Soil_05_ITS1,PAIRED,PCR,GENOMIC,72,47,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,5,SRS4305515,EA_Sent_Soil_05,SRP182864
SRR8504205,AMPLICON,602,PRJNA517736,SAMN10843285,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308007,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sent,soil,1.258297 N 103.807229 E,EA_Sent_Soil_06_ITS1,PAIRED,PCR,GENOMIC,29,18,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,6,SRS4305514,EA_Sent_Soil_06,SRP182864
SRR8504207,AMPLICON,602,PRJNA517736,SAMN10843283,Metagenome or environmental,UTAH VALLEY UNIVERSITY,2018-10-10,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5308005,Singapore,Asia,Singapore,Enhalus acoroides,Illumina MiSeq,Sent,soil,1.258297 N 103.807229 E,EA_Sent_Soil_04_ITS1,PAIRED,PCR,GENOMIC,24,16,plant metagenome,ILLUMINA,2019-01-29T00:00:00Z,4,SRS4305512,EA_Sent_Soil_04,SRP182864
